Région administrative,Département,Commune,Identifiant Muséofile,Nom officiel du musée,date de création,Adresse,Adresse_2,Code Postal,URL,Latitude,Longitude,REF_Deps,geolocalisation,Date arrêté attribution appellation
Île-de-France,Seine-et-Marne,Coupvray,M0373,musée Louis-Braille,,13 rue Louis Braille,"13 rue Louis Braille, 77400",77400,museelouisbraille.com/,48.867372,2.712931,7713201,"48.867372, 2.712931",2003-02-01
Île-de-France,Seine-et-Marne,Crécy-la-Chapelle,M0374,musée municipal de Crécy-la-Chapelle,,s'adresser à la mairie,77580,77580,,48.85813263142596,2.908441509296712,7714201,"48.85813263142596, 2.908441509296712",2003-02-01
Île-de-France,Seine-et-Marne,Melun,M0379,musée municipal de Melun,,5 rue du Franc Mûrier,"5 rue du Franc Mûrier, 77000",77000,www.ville-melun.fr/temps-libre/musee-d-art-et-d-histoire-de-la-ville-de-melun/232-presentation-du-musee,48.536398,2.658972,7728802,"48.536398, 2.658972",2003-02-01
Île-de-France,Seine-et-Marne,Saint-Cyr-sur-Morin,M0384,musée départemental de la Seine-et-Marne,,17 avenue de la Ferté-sous-Jouarre,"17 avenue de la Ferté-sous-Jouarre, 77750",77750,www.musee-seine-et-marne.fr/fr,48.90803,3.18169,7740501,"48.90803, 3.18169",2003-02-01
Île-de-France,Seine-Saint-Denis,Le Bourget,M5024,musée de l'Air et de l'Espace,,BP 173,"BP 173, 93352",93352,www.museeairespace.fr/,48.94681950649236,2.4355624358692265,9301301,"48.94681950649236, 2.4355624358692265",2002-01-06
Île-de-France,Seine-Saint-Denis,Saint-Denis,M0422,musée d'art et d'histoire de Saint-Denis,,22 bis rue Gabriel Peri,"22 bis rue Gabriel Peri, 93200",93200,musee-saint-denis.com/,48.932336,2.355796,9306601,"48.932336, 2.355796",2003-02-01
Île-de-France,Yvelines,Jouy-en-Josas,M0388,musée de la toile de Jouy,,54 rue Charles de Gaulle,"54 rue Charles de Gaulle, 78350",78350,www.museedelatoiledejouy.fr/,48.768986,2.153216,7832201,"48.768986, 2.153216",2003-02-01
Île-de-France,Yvelines,Maule,M0391,musée Victor Aubert,,24 Rue Quincampoix,"24 Rue Quincampoix, 78580",78580,museeaubertmaule.free.fr/,48.908246,1.847178,7838001,"48.908246, 1.847178",2003-02-01
Île-de-France,Yvelines,Rambouillet,M0395,Rambolitrain,,4 place Jeanne d'Arc,"4 place Jeanne d'Arc, 78120",78120,www.rambolitrain.com/,48.646025,1.823892,7851702,"48.646025, 1.823892",2003-02-01
Île-de-France,Yvelines,Saint-Germain-en-Laye,M0396,musée départemental Maurice-Denis,,2bis rue Maurice Denis,"2bis rue Maurice Denis, 78100",78100,www.musee-mauricedenis.fr/,48.892495,2.087541,7855101,"48.892495, 2.087541",2003-02-01
Île-de-France,Yvelines,Saint-Rémy-lès-Chevreuse,M0399,Fondation de Coubertin,,Conservation des collections,"Conservation des collections, 78470",78470,/www.coubertin.fr/,48.706544,2.069096,7857501,"48.706544, 2.069096",2003-02-01
Île-de-France,Essonne,Bièvres,M0401,musée français de la photographie,,78 rue de Paris,"78 rue de Paris, 91570",91570,photographie.essonne.fr/,48.762826,2.225102,9106401,"48.762826, 2.225102",2003-02-01
Île-de-France,Essonne,Brunoy,M0403,musée Robert-Dubois-Corneau,,16 rue du Réveillon,"16 rue du Réveillon, 91800",91800,www.brunoy.fr/vos-demarches-services/vie-culturelle-et-animations/musee/,48.700308,2.500293,9111401,"48.700308, 2.500293",2003-02-01
Île-de-France,Hauts-de-Seine,Courbevoie,M0410,musée Roybet-Fould,,Parc de Bécon 178 Boulevard Saint Denis,"Parc de Bécon 178 Boulevard Saint Denis, 92400",92400,www.museeroybetfould.fr/,48.900998,2.271279,9202601,"48.900998, 2.271279",2003-02-01
Île-de-France,Hauts-de-Seine,Rueil-Malmaison,M0415,musée d'Histoire locale de Rueil-Malmaison,,Place du 11 novembre,"Place du 11 novembre, 92500",92500,www.villederueil.fr/fr/musee-dhistoire-locale,48.877678,2.18183,9206303,"48.877678, 2.18183",2003-02-01
Île-de-France,Hauts-de-Seine,Suresnes,M0418,musée d'histoire urbaine et sociale de Suresnes,,1 place de la gare de Suresnes-Longchamp,"1 place de la gare de Suresnes-Longchamp, 92150",92150,webmuseo.com/ws/musee-suresnes/app/report/index.html,48.868303,2.221944,9207301,"48.868303, 2.221944",2003-02-01
Île-de-France,Paris,Paris,M1106,musée Cernuschi,1898-01-01,7 avenue Vélasquez,"7 avenue Vélasquez, 75008",75008,www.cernuschi.paris.fr/,48.879693,2.312194,7510807,"48.879693, 2.312194",2004-07-08
Île-de-France,Paris,Paris,M1107,musée Cognacq-Jay,1929-01-01,8 rue Elzévir,"8 rue Elzévir, 75003",75003,www.museecognacqjay.paris.fr/,48.858257,2.361524,7510306,"48.858257, 2.361524",2004-07-08
Île-de-France,Paris,Paris,M5051,musée de l'Ecole nationale supérieure des beaux-arts,1834-11-17,14 rue Bonaparte,"14 rue Bonaparte, 75006",75006,beauxartsparis.fr/fr/collection/presentation,48.845748,2.33167,7510610,"48.845748, 2.33167",2017-07-10
