Région administrative,Département,Commune,Identifiant Muséofile,Nom officiel du musée,date de création,Adresse,Adresse_2,Code Postal,URL,Latitude,Longitude,REF_Deps,geolocalisation,Date arrêté attribution appellation
Île-de-France,Paris,Paris,M0365,Institut du monde arabe,1987-11-30,1 rue Fossés St Bernard,"1 rue Fossés St Bernard, 75005",75005,www.imarabe.org/fr/musee/presentation-du-musee,48.843955,2.352176,7510519,"48.843955, 2.352176",2011-03-21
Île-de-France,Paris,Paris,M9024,musée du service de santé des armées,1916-01-01,1 place Alphonse Laveran,"1 place Alphonse Laveran, 75005",75005,www.ecole-valdegrace.sante.defense.gouv.fr/bibliotheque-musee/musee-du-service-de-sante-des-armees,48.840814,2.341091,7510516,"48.840814, 2.341091",2006-12-13
Île-de-France,Paris,Paris,M1116,musée de La Poste,1946-01-01,34 boulevard de Vaugirard,"34 boulevard de Vaugirard, 75015",75015,www.museedelaposte.fr/,48.84156094062689,2.3177008959224517,7511504,"48.84156094062689, 2.3177008959224517",2002-01-06
Île-de-France,Paris,Paris,M0369,musée de Montmartre,1960-01-01,12 rue Cortot,"12 rue Cortot, 75018",75018,museedemontmartre.fr/,48.887709,2.340577,7511801,"48.887709, 2.340577",2003-02-01
Île-de-France,Paris,Paris,M5030,musée de l'Orangerie,1852-01-01,jardin Tuileries,"jardin Tuileries, 75001",75001,www.musee-orangerie.fr/,48.868053,2.326622,7510103,"48.868053, 2.326622",2002-01-06
Île-de-France,Paris,Paris,M5065,musée des Arts et Métiers,1794-01-01,60 rue Réaumur,"60 rue Réaumur, 75003",75003,www.arts-et-metiers.net/,48.865357,2.357046,7510304,"48.865357, 2.357046",2002-01-06
Île-de-France,Paris,Paris,M5050,musée national d'Art moderne,1947-06-09,Place Georges Pompidou,"Place Georges Pompidou, 75004",75004,www.centrepompidou.fr/,48.86080432275963,2.3522235406355176,7510402,"48.86080432275963, 2.3522235406355176",2002-01-06
Île-de-France,Paris,Paris,M5004,musée national Eugène-Delacroix,1971-01-01,6 rue de Fürstenberg,"6 rue de Fürstenberg, 75006",75006,www.musee-delacroix.fr/fr/,48.854434,2.335679,7510602,"48.854434, 2.335679",2002-01-06
Île-de-France,Paris,Paris,M0366,musée de la franc-maçonnerie,1889-01-01,16 rue Cadet,"16 rue Cadet, 75009",75009,www.museefm.org/,48.874991,2.343088,7510902,"48.874991, 2.343088",2003-02-01
Île-de-France,Seine-et-Marne,Coulommiers,M0372,musée municipal des Capucins,,Parc des capucins,"Parc des capucins, 77120",77120,www.coulommiers.fr/loisirs/patrimoine/le-musee/,48.810834,3.086974,7713101,"48.810834, 3.086974",2003-02-01
Île-de-France,Seine-et-Marne,Lagny-sur-Marne,M0376,musée Gatien-Bonnet,,8 cour Pierre Herbin,"8 cour Pierre Herbin, 77400",77400,www.lagny-sur-marne.fr/loisirs/culture/musee-gatien-bonnet/,48.879644,2.707767,7724301,"48.879644, 2.707767",2003-02-01
Île-de-France,Seine-et-Marne,Nemours,M0381,château de Nemours,,Rue Gautier 1er - Cour du Château,"Rue Gautier 1er - Cour du Château, 77140",77140,www.nemours.fr/chateau-musee/,48.265518,2.696157,7733302,"48.265518, 2.696157",2003-02-01
Île-de-France,Seine-et-Marne,Provins,M0383,musée de Provins et du Provinois,,7 rue du Palais,"7 rue du Palais, 77160",77160,www.provins.net/decouvrir-visiter/samuser-au-musee/le-musee-de-provins-et-du-provinois/,48.561624,3.290374,7737901,"48.561624, 3.290374",2003-02-01
Île-de-France,Seine-et-Marne,Vulaines-sur-Seine,M0386,musée départemental Stéphane-Mallarmé,,4 quai Stéphane-Mallarmé,"4 quai Stéphane-Mallarmé, 77870",77870,www.musee-mallarme.fr/fr,48.430323,2.746605,7753301,"48.430323, 2.746605",2003-02-01
Île-de-France,Seine-Saint-Denis,Montreuil,M0420,musée de l'Histoire vivante,,31 boulevard Théophile Sueur,"31 boulevard Théophile Sueur, 93100",93100,www.museehistoirevivante.fr/,48.866151,2.469481,9304801,"48.866151, 2.469481",2003-02-01
Île-de-France,Seine-Saint-Denis,Saint-Ouen,M0423,musée municipal de Saint-Ouen,,12 rue Albert-Dhalenne,"12 rue Albert-Dhalenne, 93400",93400,www.saint-ouen.fr/services-infos-pratiques/culture-et-patrimoine/histoire-et-patrimoine/287-collections-d-art-et-d-histoire.html,48.915848,2.330639,9307001,"48.915848, 2.330639",2003-02-01
Île-de-France,Val d'Oise,Pontoise,M0439,musée d'Art et d'Histoire Pissarro-Pontoise,,17 rue du Château,"17 rue du Château, 95300",95300,www.ville-pontoise.fr/equipement/musee-camille-pissarro,49.048396,2.099887,9550002,"49.048396, 2.099887",2003-02-01
Île-de-France,Val-de-Marne,Bry-sur-Marne,M0424,musée Adrien-Mentienne,,1 grande rue Charles de Gaulle,"1 grande rue Charles de Gaulle, 94360",94360,museedebry.fr/#/page-musee/fr,48.835224,2.519827,9401501,"48.835224, 2.519827",2003-02-01
Île-de-France,Val-de-Marne,Champigny-sur-Marne,M0425,musée de la Résistance nationale,,88 avenue Marx Dormoy BP 135,"88 avenue Marx Dormoy BP 135, 94501",94501,www.musee-resistance.com/musee-nouveau/presentation/,48.807483493456196,2.525362870676448,9401701,"48.807483493456196, 2.525362870676448",2003-02-01
Île-de-France,Val-de-Marne,Saint-Maur-des-Fossés,M0429,musée de Saint-Maur-des-Fossés,,5 rue Saint-Hilaire - 92 avenue du Bac - Rue de la Poste,"5 rue Saint-Hilaire - 92 avenue du Bac - Rue de la Poste, 94210",94210,www.saint-maur.com/?id=127,48.79310937814309,2.5149018357668425,9406801,"48.79310937814309, 2.5149018357668425",2003-01-11
Île-de-France,Yvelines,Conflans-Sainte-Honorine,M0387,musée de la batellerie et des voies navigables de Conflans-Sainte-Honorine,,Place Gévelot,"Place Gévelot, 78700",78700,www.musee-batellerie-conflans.fr/fr/accueil/,48.992445,2.095621,7817201,"48.992445, 2.095621",2003-02-01
Île-de-France,Yvelines,Poissy,M0393,Musée d'Art et d'Histoire de Poissy,,12 rue Saint Louis,"12 rue Saint Louis, 78300",78300,musees.ville-poissy.fr/fr/histoire-de-la-collection,48.92797,2.044648,7849802,"48.92797, 2.044648",2003-02-01
Île-de-France,Yvelines,Poissy,M0394,musée du jouet,,1 enclos de l'Abbaye,"1 enclos de l'Abbaye, 78300",78300,www.ville-poissy.fr/index.php/sport-culture/equipements-culturels/musee-du-jouet.html,48.928429,2.037892,7849801,"48.928429, 2.037892",2003-02-01
Île-de-France,Essonne,Boussy-Saint-Antoine,M0402,musée Dunoyer de Segonzac,,5 place des Droits de l'Homme,"5 place des Droits de l'Homme, 91800",91800,www.ville-boussy.fr/votre-mairie/la-culture.html,48.688925,2.530019,9109701,"48.688925, 2.530019",2003-02-01
Île-de-France,Essonne,Dourdan,M0404,musée du château de Dourdan,,Place du général de Gaulle,"Place du général de Gaulle, 91410",91410,www.dourdan.fr/a-voir-a-vivre/lechateauetsonmusee/,48.529685,2.011803,9120001,"48.529685, 2.011803",2003-02-01
Île-de-France,Hauts-de-Seine,Colombes,M0409,musée municipal d'Art et d'Histoire de Colombes,,2 rue Gabriel Péri,"2 rue Gabriel Péri, 92700",92700,www.colombes.fr/culture/musee-municipal-d-art-et-d-histoire-983.html,48.923321,2.252039,9202501,"48.923321, 2.252039",2003-02-01
Île-de-France,Hauts-de-Seine,Courbevoie,M1149,musée des travaux publics de Courbevoie,,s'adresser à la mairie,92974,92974,,48.89817715987157,2.2579850008669635,9202602,"48.89817715987157, 2.2579850008669635",2002-01-06
